Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,link,id,team
Konrad Laimer,at AUT,MF,25.0,21,17,1468.0,16.3,3.0,0.0,3.0,3.0,0.0,0.0,8.0,0.0,2.4,2.4,2.3,4.7,51.0,93.0,52.0,0.18,0.0,0.18,0.18,0.18,0.15,0.14,0.29,0.15,0.29,Matches,/en/players/c1b7847c/Konrad-Laimer,c1b7847c,RB Leipzig
Xaver Schlager,at AUT,MF,24.0,22,16,1506.0,16.7,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.7,0.9,23.0,77.0,12.0,0.06,0.06,0.12,0.06,0.12,0.02,0.04,0.06,0.02,0.06,Matches,/en/players/8f056768/Xaver-Schlager,8f056768,RB Leipzig
Emil Forsberg,se SWE,"MF,FW",30.0,30,16,1482.0,16.5,6.0,4.0,10.0,4.0,2.0,2.0,2.0,0.0,4.9,3.3,2.3,5.6,20.0,67.0,77.0,0.36,0.24,0.61,0.24,0.49,0.3,0.14,0.43,0.2,0.34,Matches,/en/players/9a2e0ccc/Emil-Forsberg,9a2e0ccc,RB Leipzig
Kevin Kampl,si SVN,MF,31.0,30,16,1372.0,15.2,2.0,2.0,4.0,2.0,0.0,0.0,8.0,0.0,1.1,1.1,1.0,2.2,23.0,80.0,15.0,0.13,0.13,0.26,0.13,0.26,0.07,0.07,0.14,0.07,0.14,Matches,/en/players/b825a650/Kevin-Kampl,b825a650,RB Leipzig
Amadou Haidara,ml MLI,MF,24.0,31,15,1430.0,15.9,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,2.8,2.8,1.5,4.3,10.0,85.0,8.0,0.13,0.06,0.19,0.13,0.19,0.18,0.09,0.27,0.18,0.27,Matches,/en/players/92432bc6/Amadou-Haidara,92432bc6,RB Leipzig
Dani Olmo,es ESP,"MF,FW",24.0,23,15,1282.0,14.2,2.0,5.0,7.0,2.0,0.0,0.0,2.0,0.0,2.9,2.9,4.5,7.4,34.0,68.0,86.0,0.14,0.35,0.49,0.14,0.49,0.21,0.32,0.52,0.21,0.52,Matches,/en/players/ae44e8e2/Dani-Olmo,ae44e8e2,RB Leipzig
Lukas Klostermann,de GER,DF,26.0,15,10,907.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.5,5.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.05,0.03,0.05,Matches,/en/players/ca8033cb/Lukas-Klostermann,ca8033cb,RB Leipzig
Péter Gulácsi,hu HUN,GK,32.0,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/bcb2ccd8/Peter-Gulacsi,bcb2ccd8,RB Leipzig
Abdou Diallo,sn SEN,"DF,MF",26.0,8,5,478.0,5.3,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,0.1,0.5,11.0,24.0,3.0,0.19,0.0,0.19,0.19,0.19,0.07,0.02,0.09,0.07,0.09,Matches,/en/players/fc62f087/Abdou-Diallo,fc62f087,RB Leipzig
Yussuf Poulsen,dk DEN,FW,28.0,19,3,411.0,4.6,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.3,1.3,1.8,3.1,10.0,7.0,40.0,0.44,0.22,0.66,0.44,0.66,0.29,0.39,0.68,0.29,0.68,Matches,/en/players/d2416c2e/Yussuf-Poulsen,d2416c2e,RB Leipzig
Hugo Novoa,es ESP,"DF,FW",19.0,7,2,184.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.9,5.0,4.0,20.0,0.49,0.0,0.49,0.49,0.49,0.43,0.02,0.45,0.43,0.45,Matches,/en/players/5458f670/Hugo-Novoa,5458f670,RB Leipzig
Ørjan Nyland,no NOR,GK,31.0,2,2,180.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.06,0.06,0.0,0.06,Matches,/en/players/bdedffac/Orjan-Nyland,bdedffac,RB Leipzig
Alexander Sørloth,no NOR,FW,26.0,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/e92cd3f7/Alexander-Sorloth,e92cd3f7,RB Leipzig
Sanoussy Ba,de GER,DF,18.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/f582d5c1/Sanoussy-Ba,f582d5c1,RB Leipzig
Caden Clark,us USA,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/6e327d0d/Caden-Clark,6e327d0d,RB Leipzig
Jonas Nickisch,de GER,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/9050f964/Jonas-Nickisch,9050f964,RB Leipzig
Ivan Provedel,it ITA,GK,28.0,38,37,3413.0,37.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/277da414/Ivan-Provedel,277da414,Lazio
Felipe Anderson,br BRA,FW,29.0,38,35,2958.0,32.9,9.0,2.0,11.0,9.0,0.0,0.0,3.0,0.0,6.0,6.0,4.8,10.9,83.0,114.0,224.0,0.27,0.06,0.33,0.27,0.33,0.18,0.15,0.33,0.18,0.33,Matches,/en/players/9f1893b9/Felipe-Anderson,9f1893b9,Lazio
Sergej Milinković-Savić,rs SRB,MF,27.0,36,34,3022.0,33.6,9.0,8.0,17.0,9.0,0.0,0.0,10.0,0.0,6.8,6.8,7.1,13.9,47.0,166.0,129.0,0.27,0.24,0.51,0.27,0.51,0.2,0.21,0.41,0.2,0.41,Matches,/en/players/4e6dbac4/Sergej-Milinkovic-Savic,4e6dbac4,Lazio
Alessio Romagnoli,it ITA,DF,27.0,34,33,2922.0,32.5,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,1.4,1.4,0.1,1.6,3.0,62.0,3.0,0.06,0.0,0.06,0.06,0.06,0.04,0.0,0.05,0.04,0.05,Matches,/en/players/3ead85f9/Alessio-Romagnoli,3ead85f9,Lazio
Mattia Zaccagni,it ITA,FW,27.0,35,33,2770.0,30.8,10.0,6.0,16.0,9.0,1.0,1.0,9.0,0.0,6.7,5.9,4.5,10.4,118.0,76.0,282.0,0.32,0.19,0.52,0.29,0.49,0.22,0.15,0.36,0.19,0.34,Matches,/en/players/d85c238b/Mattia-Zaccagni,d85c238b,Lazio
Adam Marušić,me MNE,DF,29.0,33,31,2760.0,30.7,0.0,2.0,2.0,0.0,0.0,0.0,8.0,1.0,0.7,0.7,1.1,1.8,38.0,116.0,43.0,0.0,0.07,0.07,0.0,0.07,0.02,0.03,0.06,0.02,0.06,Matches,/en/players/d4535821/Adam-Marusic,d4535821,Lazio
Luis Alberto,es ESP,MF,29.0,35,27,2442.0,27.1,6.0,7.0,13.0,5.0,1.0,2.0,4.0,0.0,4.4,2.7,7.0,9.7,73.0,248.0,94.0,0.22,0.26,0.48,0.18,0.44,0.16,0.26,0.42,0.1,0.36,Matches,/en/players/5294a83f/Luis-Alberto,5294a83f,Lazio
Nicolò Casale,it ITA,DF,24.0,29,27,2437.0,27.1,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.6,0.6,0.3,0.9,11.0,70.0,3.0,0.04,0.04,0.07,0.04,0.07,0.02,0.01,0.03,0.02,0.03,Matches,/en/players/3f5f38fb/Nicolo-Casale,3f5f38fb,Lazio
Ciro Immobile,it ITA,FW,32.0,31,27,2219.0,24.7,12.0,5.0,17.0,8.0,4.0,5.0,3.0,0.0,14.2,10.3,1.9,12.2,40.0,43.0,174.0,0.49,0.2,0.69,0.32,0.53,0.57,0.08,0.65,0.42,0.49,Matches,/en/players/4431aed2/Ciro-Immobile,4431aed2,Lazio
Danilo Cataldi,it ITA,MF,27.0,29,26,1921.0,21.3,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,1.1,1.4,8.0,83.0,14.0,0.0,0.05,0.05,0.0,0.05,0.01,0.05,0.06,0.01,0.06,Matches,/en/players/ba3d3bea/Danilo-Cataldi,ba3d3bea,Lazio
Elseid Hysaj,al ALB,DF,28.0,34,22,1998.0,22.2,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.2,0.2,1.1,1.3,36.0,103.0,60.0,0.05,0.05,0.09,0.05,0.09,0.01,0.05,0.06,0.01,0.06,Matches,/en/players/2f3452eb/Elseid-Hysaj,2f3452eb,Lazio
Manuel Lazzari,it ITA,DF,28.0,28,22,1879.0,20.9,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.3,0.3,0.7,1.0,98.0,64.0,74.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches,/en/players/02caf6e0/Manuel-Lazzari,02caf6e0,Lazio
Pedro,es ESP,FW,35.0,36,17,1898.0,21.1,4.0,3.0,7.0,4.0,0.0,0.0,1.0,0.0,3.4,3.4,2.6,6.1,64.0,52.0,144.0,0.19,0.14,0.33,0.19,0.33,0.16,0.13,0.29,0.16,0.29,Matches,/en/players/3ca7254a/Pedro,3ca7254a,Lazio
Matías Vecino,uy URU,MF,30.0,32,17,1691.0,18.8,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,2.5,2.5,0.5,3.0,22.0,88.0,17.0,0.11,0.0,0.11,0.11,0.11,0.13,0.03,0.16,0.13,0.16,Matches,/en/players/44ac04e9/Matias-Vecino,44ac04e9,Lazio
Patric,es ESP,DF,29.0,18,16,1413.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.2,0.0,27.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,/en/players/f7223718/Patric,f7223718,Lazio
Marcos Antônio,br BRA,MF,22.0,16,6,594.0,6.6,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.2,1.2,0.3,1.5,1.0,25.0,8.0,0.15,0.15,0.3,0.15,0.3,0.18,0.04,0.23,0.18,0.23,Matches,/en/players/108fe016/Marcos-Antonio,108fe016,Lazio
Toma Bašić,hr CRO,MF,25.0,25,4,513.0,5.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.8,1.8,0.4,2.2,14.0,22.0,29.0,0.18,0.0,0.18,0.18,0.18,0.32,0.07,0.39,0.32,0.39,Matches,/en/players/80556f08/Toma-Basic,80556f08,Lazio
Matteo Cancellieri,it ITA,FW,20.0,20,1,256.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,0.4,0.8,15.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.28,0.14,0.28,Matches,/en/players/b6a1cdf9/Matteo-Cancellieri,b6a1cdf9,Lazio
Luca Pellegrini,it ITA,DF,23.0,7,1,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.2,0.3,7.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.15,0.04,0.15,Matches,/en/players/3b61c9ec/Luca-Pellegrini,3b61c9ec,Lazio
Luka Romero,ar ARG,FW,17.0,6,1,151.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.1,0.9,4.0,4.0,21.0,0.6,0.0,0.6,0.6,0.6,0.52,0.04,0.55,0.52,0.55,Matches,/en/players/ca6edaa0/Luka-Romero,ca6edaa0,Lazio
Luís Maximiano,pt POR,GK,23.0,1,1,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/3318286e/Luis-Maximiano,3318286e,Lazio
Mario Gila,es ESP,DF,21.0,4,0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/9c435456/Mario-Gila,9c435456,Lazio
Marco Bertini,it ITA,MF,19.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/4b520f96/Marco-Bertini,4b520f96,Lazio
Ștefan Radu,ro ROU,FW,35.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/53de807a/Stefan-Radu,53de807a,Lazio
Marius Adamonis,lt LTU,GK,25.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/1226f0de/Marius-Adamonis,1226f0de,Lazio
Djavan Anderson,nl NED,"DF,MF",27.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/ca241ad3/Djavan-Anderson,ca241ad3,Lazio
Mohamed Fares,dz ALG,"DF,FW",26.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/b7a5bc86/Mohamed-Fares,b7a5bc86,Lazio
Romano Floriani,it ITA,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/e19e0ca1/Romano-Floriani,e19e0ca1,Lazio
Diego González,py PAR,FW,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/98d51c94/Diego-Gonzalez,98d51c94,Lazio
Dimitrije Kamenović,rs SRB,DF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/d3e0c826/Dimitrije-Kamenovic,d3e0c826,Lazio
Federico Magro,it ITA,GK,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/93c7658d/Federico-Magro,93c7658d,Lazio
Raúl Moro,es ESP,FW,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/919dd4b1/Raul-Moro,919dd4b1,Lazio
Fabio Ruggeri,it ITA,DF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/16eb9aa3/Fabio-Ruggeri,16eb9aa3,Lazio
David de Gea,es ESP,GK,31.0,38,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/7ba6d84e/David-de-Gea,7ba6d84e,Manchester Utd
Bruno Fernandes,pt POR,"MF,FW",27.0,37,37,3316.0,36.8,8.0,8.0,16.0,6.0,2.0,2.0,6.0,0.0,9.3,7.7,16.7,24.4,89.0,263.0,231.0,0.22,0.22,0.43,0.16,0.38,0.25,0.45,0.71,0.21,0.66,Matches,/en/players/507c7bdf/Bruno-Fernandes,507c7bdf,Manchester Utd
Marcus Rashford,eng ENG,FW,24.0,35,32,2879.0,32.0,17.0,5.0,22.0,17.0,0.0,0.0,2.0,0.0,15.4,15.4,3.4,18.8,85.0,88.0,245.0,0.53,0.16,0.69,0.53,0.69,0.48,0.11,0.59,0.48,0.59,Matches,/en/players/a1d5bd30/Marcus-Rashford,a1d5bd30,Manchester Utd
Luke Shaw,eng ENG,DF,27.0,31,30,2552.0,28.4,1.0,2.0,3.0,1.0,0.0,0.0,8.0,0.0,1.1,1.1,3.6,4.7,53.0,140.0,76.0,0.04,0.07,0.11,0.04,0.11,0.04,0.13,0.16,0.04,0.16,Matches,/en/players/9c94165b/Luke-Shaw,9c94165b,Manchester Utd
Christian Eriksen,dk DEN,MF,30.0,28,25,2048.0,22.8,1.0,8.0,9.0,1.0,0.0,0.0,3.0,0.0,5.0,5.0,4.2,9.2,23.0,164.0,66.0,0.04,0.35,0.4,0.04,0.4,0.22,0.19,0.4,0.22,0.4,Matches,/en/players/980522ec/Christian-Eriksen,980522ec,Manchester Utd
Diogo Dalot,pt POR,DF,23.0,26,24,2154.0,23.9,1.0,2.0,3.0,1.0,0.0,0.0,6.0,0.0,2.5,2.5,1.9,4.4,46.0,92.0,85.0,0.04,0.08,0.13,0.04,0.13,0.1,0.08,0.18,0.1,0.18,Matches,/en/players/d9565625/Diogo-Dalot,d9565625,Manchester Utd
Casemiro,br BRA,MF,30.0,28,24,2124.0,23.6,4.0,3.0,7.0,4.0,0.0,0.0,7.0,2.0,3.4,3.4,3.1,6.5,14.0,152.0,34.0,0.17,0.13,0.3,0.17,0.3,0.14,0.13,0.28,0.14,0.28,Matches,/en/players/4d224fe8/Casemiro,4d224fe8,Manchester Utd
Lisandro Martínez,ar ARG,DF,24.0,27,24,2114.0,23.5,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.5,0.5,0.3,0.8,12.0,83.0,2.0,0.04,0.0,0.04,0.04,0.04,0.02,0.01,0.03,0.02,0.03,Matches,/en/players/bac46a10/Lisandro-Martinez,bac46a10,Manchester Utd
Antony,br BRA,FW,22.0,25,23,1802.0,20.0,4.0,2.0,6.0,4.0,0.0,0.0,5.0,0.0,6.6,6.6,2.9,9.4,95.0,74.0,168.0,0.2,0.1,0.3,0.2,0.3,0.33,0.14,0.47,0.33,0.47,Matches,/en/players/99127249/Antony,99127249,Manchester Utd
Raphaël Varane,fr FRA,DF,29.0,24,22,1911.0,21.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.2,0.9,17.0,63.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,/en/players/9f8e9423/Raphael-Varane,9f8e9423,Manchester Utd
Jadon Sancho,eng ENG,"FW,MF",22.0,26,21,1686.0,18.7,6.0,3.0,9.0,6.0,0.0,0.0,0.0,0.0,4.2,4.2,5.0,9.2,88.0,76.0,173.0,0.32,0.16,0.48,0.32,0.48,0.22,0.27,0.49,0.22,0.49,Matches,/en/players/dbf053da/Jadon-Sancho,dbf053da,Manchester Utd
Aaron Wan-Bissaka,eng ENG,DF,24.0,19,16,1435.0,15.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.2,1.2,1.0,2.2,41.0,55.0,64.0,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.14,0.07,0.14,Matches,/en/players/9e525177/Aaron-Wan-Bissaka,9e525177,Manchester Utd
Tyrell Malacia,nl NED,DF,22.0,22,14,1396.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.2,0.2,0.7,0.9,19.0,44.0,33.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,Matches,/en/players/6b6c793c/Tyrell-Malacia,6b6c793c,Manchester Utd
Victor Lindelöf,se SWE,DF,28.0,20,14,1365.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.4,3.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,/en/players/f5deef4c/Victor-Lindelof,f5deef4c,Manchester Utd
Fred,br BRA,MF,29.0,35,12,1249.0,13.9,2.0,2.0,4.0,2.0,0.0,0.0,6.0,0.0,2.0,2.0,2.9,4.9,10.0,76.0,50.0,0.14,0.14,0.29,0.14,0.29,0.14,0.21,0.35,0.14,0.35,Matches,/en/players/b853e0ad/Fred,b853e0ad,Manchester Utd
Anthony Martial,fr FRA,FW,26.0,21,11,978.0,10.9,6.0,2.0,8.0,5.0,1.0,1.0,0.0,0.0,6.2,5.5,1.4,6.9,18.0,35.0,87.0,0.55,0.18,0.74,0.46,0.64,0.58,0.13,0.7,0.5,0.63,Matches,/en/players/8b788c01/Anthony-Martial,8b788c01,Manchester Utd
Scott McTominay,sct SCO,MF,25.0,24,10,1160.0,12.9,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,1.9,1.9,0.6,2.5,20.0,33.0,19.0,0.08,0.0,0.08,0.08,0.08,0.15,0.04,0.19,0.15,0.19,Matches,/en/players/d93c2511/Scott-McTominay,d93c2511,Manchester Utd
Wout Weghorst,nl NED,"FW,MF",29.0,17,10,797.0,8.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.2,3.2,3.0,17.0,41.0,0.0,0.11,0.11,0.0,0.11,0.23,0.13,0.36,0.23,0.36,Matches,/en/players/c4e87b8b/Wout-Weghorst,c4e87b8b,Manchester Utd
Harry Maguire,eng ENG,DF,29.0,16,8,767.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.0,0.4,8.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,/en/players/d8931174/Harry-Maguire,d8931174,Manchester Utd
Marcel Sabitzer,at AUT,MF,28.0,11,7,627.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.9,1.7,8.0,38.0,26.0,0.0,0.14,0.14,0.0,0.14,0.11,0.13,0.24,0.11,0.24,Matches,/en/players/e280527c/Marcel-Sabitzer,e280527c,Manchester Utd
Alejandro Garnacho,ar ARG,"FW,MF",18.0,19,5,569.0,6.3,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,4.1,33.0,12.0,85.0,0.47,0.32,0.79,0.47,0.79,0.48,0.16,0.64,0.48,0.64,Matches,/en/players/7aa8adfe/Alejandro-Garnacho,7aa8adfe,Manchester Utd
Anthony Elanga,se SWE,FW,20.0,16,5,426.0,4.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.9,1.6,12.0,8.0,28.0,0.0,0.21,0.21,0.0,0.21,0.15,0.19,0.34,0.15,0.34,Matches,/en/players/2fba6108/Anthony-Elanga,2fba6108,Manchester Utd
Cristiano Ronaldo,pt POR,FW,37.0,10,4,525.0,5.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.9,1.9,0.4,2.3,9.0,12.0,33.0,0.17,0.0,0.17,0.17,0.17,0.32,0.07,0.4,0.32,0.4,Matches,/en/players/dea698d9/Cristiano-Ronaldo,dea698d9,Manchester Utd
Donny van de Beek,nl NED,MF,25.0,7,2,167.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,2.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.11,0.05,0.11,Matches,/en/players/50dc94ce/Donny-van-de-Beek,50dc94ce,Manchester Utd
Facundo Pellistri,uy URU,"FW,MF",20.0,4,0,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/ac7e7b1c/Facundo-Pellistri,ac7e7b1c,Manchester Utd
Kobbie Mainoo,eng ENG,MF,17.0,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/c6220452/Kobbie-Mainoo,c6220452,Manchester Utd
Rhys Bennett,eng ENG,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/e4588897/Rhys-Bennett,e4588897,Manchester Utd
Nathan Bishop,eng ENG,GK,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/bf713136/Nathan-Bishop,bf713136,Manchester Utd
Jack Butland,eng ENG,GK,29.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/cc70a1d5/Jack-Butland,cc70a1d5,Manchester Utd
Martin Dúbravka,sk SVK,GK,33.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/3a949a25/Martin-Dubravka,3a949a25,Manchester Utd
James Garner,eng ENG,MF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/4e015693/James-Garner,4e015693,Manchester Utd
Tom Heaton,eng ENG,GK,36.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/a6de6361/Tom-Heaton,a6de6361,Manchester Utd
Zidane Iqbal,iq IRQ,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/6fa3c28e/Zidane-Iqbal,6fa3c28e,Manchester Utd
Marc Jurado,es ESP,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/c1d75f69/Marc-Jurado,c1d75f69,Manchester Utd
Matej Kovar,cz CZE,GK,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/bc67a0e1/Matej-Kovar,bc67a0e1,Manchester Utd
Shola Shoretire,eng ENG,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/00f0482f/Shola-Shoretire,00f0482f,Manchester Utd
Brandon Williams,eng ENG,DF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/5e74d6c8/Brandon-Williams,5e74d6c8,Manchester Utd
Nahuel Molina,ar ARG,DF,24.0,33,33,2867.0,31.9,4.0,2.0,6.0,4.0,0.0,0.0,7.0,1.0,2.6,2.6,3.9,6.5,73.0,112.0,249.0,0.13,0.06,0.19,0.13,0.19,0.08,0.12,0.2,0.08,0.2,Matches,/en/players/23610943/Nahuel-Molina,23610943,Atlético Madrid
Antoine Griezmann,fr FRA,"FW,MF",31.0,38,31,2859.0,31.8,15.0,16.0,31.0,15.0,0.0,0.0,2.0,0.0,12.3,12.3,13.9,26.2,99.0,171.0,202.0,0.47,0.5,0.98,0.47,0.98,0.39,0.44,0.83,0.39,0.83,Matches,/en/players/df69b544/Antoine-Griezmann,df69b544,Atlético Madrid
Koke,es ESP,MF,30.0,33,30,2545.0,28.3,0.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.8,0.8,1.7,2.5,15.0,175.0,37.0,0.0,0.11,0.11,0.0,0.11,0.03,0.06,0.09,0.03,0.09,Matches,/en/players/55126f3b/Koke,55126f3b,Atlético Madrid
Jan Oblak,si SVN,GK,29.0,28,28,2492.0,27.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/ee8508c0/Jan-Oblak,ee8508c0,Atlético Madrid
