Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,link,id,team
José María Giménez,uy URU,DF,27.0,28,26,2423.0,26.9,2.0,1.0,3.0,2.0,0.0,0.0,9.0,0.0,2.0,2.0,0.6,2.7,9.0,63.0,3.0,0.07,0.04,0.11,0.07,0.11,0.07,0.02,0.1,0.07,0.1,Matches,/en/players/f0da930c/Jose-Maria-Gimenez,f0da930c,Atlético Madrid
Yannick Carrasco,be BEL,"DF,MF",28.0,35,26,2317.0,25.7,7.0,3.0,10.0,6.0,1.0,1.0,2.0,0.0,8.0,7.2,4.1,11.3,146.0,84.0,264.0,0.27,0.12,0.39,0.23,0.35,0.31,0.16,0.47,0.28,0.44,Matches,/en/players/de39485a/Yannick-Carrasco,de39485a,Atlético Madrid
Axel Witsel,be BEL,"DF,MF",33.0,33,25,2258.0,25.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.6,0.6,0.6,1.2,6.0,82.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.05,0.02,0.05,Matches,/en/players/5dfc6ad5/Axel-Witsel,5dfc6ad5,Atlético Madrid
Mario Hermoso,es ESP,DF,27.0,26,24,2110.0,23.4,3.0,2.0,5.0,3.0,0.0,0.0,7.0,2.0,2.1,2.1,1.4,3.5,23.0,115.0,17.0,0.13,0.09,0.21,0.13,0.21,0.09,0.06,0.15,0.09,0.15,Matches,/en/players/555f3a0b/Mario-Hermoso,555f3a0b,Atlético Madrid
Rodrigo De Paul,ar ARG,MF,28.0,30,24,1923.0,21.4,2.0,7.0,9.0,2.0,0.0,0.0,5.0,0.0,1.6,1.6,5.6,7.2,55.0,182.0,68.0,0.09,0.33,0.42,0.09,0.42,0.07,0.26,0.34,0.07,0.34,Matches,/en/players/162efffd/Rodrigo-De-Paul,162efffd,Atlético Madrid
Álvaro Morata,es ESP,FW,29.0,36,23,1900.0,21.1,13.0,2.0,15.0,13.0,0.0,0.0,4.0,0.0,11.8,11.8,2.0,13.8,33.0,17.0,102.0,0.62,0.09,0.71,0.62,0.71,0.56,0.09,0.65,0.56,0.65,Matches,/en/players/129af0db/Alvaro-Morata,129af0db,Atlético Madrid
Stefan Savić,me MNE,DF,31.0,22,22,1943.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.2,0.2,0.0,0.2,20.0,74.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,/en/players/f6ac68c1/Stefan-Savic,f6ac68c1,Atlético Madrid
Reinildo Mandava,mz MOZ,DF,28.0,22,22,1857.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,0.5,0.9,28.0,70.0,41.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.02,0.04,Matches,/en/players/c20bdcd7/Reinildo-Mandava,c20bdcd7,Atlético Madrid
Marcos Llorente,es ESP,"MF,DF",27.0,22,21,1703.0,18.9,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,2.1,2.1,3.8,6.0,64.0,88.0,139.0,0.05,0.11,0.16,0.05,0.16,0.11,0.2,0.32,0.11,0.32,Matches,/en/players/02c15616/Marcos-Llorente,02c15616,Atlético Madrid
Thomas Lemar,fr FRA,MF,26.0,27,17,1252.0,13.9,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1.9,2.9,36.0,80.0,79.0,0.07,0.22,0.29,0.07,0.29,0.07,0.14,0.21,0.07,0.21,Matches,/en/players/4dbd0916/Thomas-Lemar,4dbd0916,Atlético Madrid
Ángel Correa,ar ARG,"FW,MF",27.0,35,13,1455.0,16.2,9.0,1.0,10.0,9.0,0.0,0.0,3.0,1.0,7.2,7.2,3.5,10.7,44.0,58.0,142.0,0.56,0.06,0.62,0.56,0.62,0.44,0.22,0.66,0.44,0.66,Matches,/en/players/01eb744d/Angel-Correa,01eb744d,Atlético Madrid
Saúl Ñíguez,es ESP,"MF,DF",27.0,31,11,1100.0,12.2,3.0,1.0,4.0,3.0,0.0,0.0,8.0,0.0,2.4,2.4,0.7,3.1,12.0,34.0,47.0,0.25,0.08,0.33,0.25,0.33,0.2,0.05,0.25,0.2,0.25,Matches,/en/players/c14bc029/Saul-Niguez,c14bc029,Atlético Madrid
Geoffrey Kondogbia,cf CTA,MF,29.0,20,10,1006.0,11.2,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,0.9,1.6,6.0,42.0,5.0,0.0,0.18,0.18,0.0,0.18,0.07,0.08,0.14,0.07,0.14,Matches,/en/players/cce181df/Geoffrey-Kondogbia,cce181df,Atlético Madrid
Ivo Grbić,hr CRO,GK,26.0,12,10,922.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/3f034750/Ivo-Grbic,3f034750,Atlético Madrid
João Félix,pt POR,"FW,MF",22.0,14,7,650.0,7.2,4.0,3.0,7.0,4.0,0.0,0.0,5.0,0.0,2.8,2.8,1.5,4.3,17.0,27.0,42.0,0.55,0.42,0.97,0.55,0.97,0.39,0.2,0.59,0.39,0.59,Matches,/en/players/8aafd64f/Joao-Felix,8aafd64f,Atlético Madrid
Pablo Barrios,es ESP,MF,19.0,21,6,724.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,0.7,1.2,16.0,51.0,27.0,0.0,0.12,0.12,0.0,0.12,0.07,0.08,0.15,0.07,0.15,Matches,/en/players/45736cec/Pablo-Barrios,45736cec,Atlético Madrid
Memphis,nl NED,FW,28.0,8,3,270.0,3.0,4.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,3.0,3.0,0.5,3.5,4.0,8.0,22.0,1.33,0.0,1.33,1.33,1.33,1.0,0.16,1.16,1.0,1.16,Matches,/en/players/8f696594/Memphis,8f696594,Atlético Madrid
Matheus Cunha,br BRA,"FW,MF",23.0,11,2,377.0,4.2,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.4,1.4,0.8,2.2,6.0,7.0,19.0,0.0,0.48,0.48,0.0,0.48,0.34,0.2,0.53,0.34,0.53,Matches,/en/players/dc62b55d/Matheus-Cunha,dc62b55d,Atlético Madrid
Sergio Reguilón,es ESP,DF,25.0,11,2,309.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.2,0.2,0.4,0.6,16.0,11.0,30.0,0.0,0.0,0.0,0.0,0.0,0.07,0.11,0.18,0.07,0.18,Matches,/en/players/3353737a/Sergio-Reguilon,3353737a,Atlético Madrid
Felipe,br BRA,DF,33.0,3,2,194.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,/en/players/51a3c4c8/Felipe,51a3c4c8,Atlético Madrid
Carlos Martín,es ESP,"FW,MF",20.0,4,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,Matches,/en/players/64035864/Carlos-Martin,64035864,Atlético Madrid
Matt Doherty,ie IRL,DF,30.0,2,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/d557d734/Matt-Doherty,d557d734,Atlético Madrid
Antonio Gomis,es ESP,GK,19.0,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/f0f4671c/Antonio-Gomis,f0f4671c,Atlético Madrid
Diego Bri,es ESP,FW,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/792aa857/Diego-Bri,792aa857,Atlético Madrid
Adrián Corral,es ESP,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/c7b0a5ce/Adrian-Corral,c7b0a5ce,Atlético Madrid
Sergio Diez Roldan,es ESP,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/255f7a08/Sergio-Diez-Roldan,255f7a08,Atlético Madrid
Aitor Gismera,es ESP,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/73df4173/Aitor-Gismera,73df4173,Atlético Madrid
Alejandro Iturbe,es ESP,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/d58f4c7a/Alejandro-Iturbe,d58f4c7a,Atlético Madrid
Salim El Jebari,ma MAR,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/d068118b/Salim-El-Jebari,d068118b,Atlético Madrid
Ilias Kostis,cy CYP,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/9b94c838/Ilias-Kostis,9b94c838,Atlético Madrid
Renan Lodi,br BRA,"DF,MF",24.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/ed9f7cfe/Renan-Lodi,ed9f7cfe,Atlético Madrid
Sergio Mestre,es ESP,GK,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/b2cd9dff/Sergio-Mestre,b2cd9dff,Atlético Madrid
Alberto Moreno,es ESP,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/f2099034/Alberto-Moreno,f2099034,Atlético Madrid
Marco Moreno,es ESP,DF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/9602ef3b/Marco-Moreno,9602ef3b,Atlético Madrid
Abdellah Raihani,ma MAR,FW,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/16ec501b/Abdellah-Raihani,16ec501b,Atlético Madrid
Vinicius Júnior,br BRA,FW,22.0,33,32,2823.0,31.4,10.0,9.0,19.0,10.0,0.0,0.0,10.0,1.0,10.5,10.5,9.4,19.9,221.0,87.0,495.0,0.32,0.29,0.61,0.32,0.61,0.34,0.3,0.63,0.34,0.63,Matches,/en/players/7111d552/Vinicius-Junior,7111d552,Real Madrid
Thibaut Courtois,be BEL,GK,30.0,31,31,2790.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,/en/players/1840e36d/Thibaut-Courtois,1840e36d,Real Madrid
Éder Militão,br BRA,DF,24.0,33,30,2703.0,30.0,5.0,0.0,5.0,5.0,0.0,0.0,4.0,0.0,2.4,2.4,0.6,2.9,28.0,98.0,16.0,0.17,0.0,0.17,0.17,0.17,0.08,0.02,0.1,0.08,0.1,Matches,/en/players/2784f898/Eder-Militao,2784f898,Real Madrid
Federico Valverde,uy URU,"MF,FW",24.0,34,29,2502.0,27.8,7.0,4.0,11.0,7.0,0.0,0.0,2.0,0.0,4.3,4.3,6.3,10.6,70.0,151.0,135.0,0.25,0.14,0.4,0.25,0.4,0.15,0.23,0.38,0.15,0.38,Matches,/en/players/0959c2a2/Federico-Valverde,0959c2a2,Real Madrid
Antonio Rüdiger,de GER,DF,29.0,33,26,2415.0,26.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.8,1.8,0.1,1.9,21.0,59.0,10.0,0.04,0.0,0.04,0.04,0.04,0.07,0.0,0.07,0.07,0.07,Matches,/en/players/18b896d6/Antonio-Rudiger,18b896d6,Real Madrid
Rodrygo,br BRA,"FW,MF",21.0,34,25,2379.0,26.4,9.0,8.0,17.0,8.0,1.0,1.0,4.0,0.0,13.7,12.9,7.0,19.9,146.0,81.0,268.0,0.34,0.3,0.64,0.3,0.61,0.52,0.26,0.78,0.49,0.75,Matches,/en/players/8f5e92a6/Rodrygo,8f5e92a6,Real Madrid
Toni Kroos,de GER,MF,32.0,30,25,2155.0,23.9,2.0,4.0,6.0,2.0,0.0,0.0,2.0,1.0,1.4,1.4,4.4,5.9,51.0,319.0,38.0,0.08,0.17,0.25,0.08,0.25,0.06,0.19,0.24,0.06,0.24,Matches,/en/players/6ce1f46f/Toni-Kroos,6ce1f46f,Real Madrid
Aurélien Tchouaméni,fr FRA,MF,22.0,33,24,2119.0,23.5,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,1.8,1.8,2.2,4.0,41.0,142.0,23.0,0.0,0.17,0.17,0.0,0.17,0.08,0.09,0.17,0.08,0.17,Matches,/en/players/4f255115/Aurelien-Tchouameni,4f255115,Real Madrid
Karim Benzema,fr FRA,FW,34.0,24,24,2038.0,22.6,19.0,3.0,22.0,12.0,7.0,8.0,1.0,0.0,21.5,14.9,5.8,20.7,72.0,138.0,157.0,0.84,0.13,0.97,0.53,0.66,0.95,0.26,1.2,0.66,0.91,Matches,/en/players/70d74ece/Karim-Benzema,70d74ece,Real Madrid
Eduardo Camavinga,fr FRA,"MF,DF",19.0,37,21,2010.0,22.3,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.8,0.8,1.5,2.3,69.0,165.0,99.0,0.0,0.04,0.04,0.0,0.04,0.04,0.07,0.1,0.04,0.1,Matches,/en/players/7b9c2d84/Eduardo-Camavinga,7b9c2d84,Real Madrid
David Alaba,at AUT,DF,30.0,23,21,1838.0,20.4,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,0.8,0.8,1.1,1.9,16.0,67.0,60.0,0.05,0.15,0.2,0.05,0.2,0.04,0.05,0.09,0.04,0.09,Matches,/en/players/05439de2/David-Alaba,05439de2,Real Madrid
Dani Carvajal,es ESP,DF,30.0,27,20,1784.0,19.8,0.0,2.0,2.0,0.0,0.0,0.0,8.0,1.0,0.8,0.8,2.0,2.8,22.0,58.0,147.0,0.0,0.1,0.1,0.0,0.1,0.04,0.1,0.14,0.04,0.14,Matches,/en/players/4958bfb2/Dani-Carvajal,4958bfb2,Real Madrid
Luka Modrić,hr CRO,MF,36.0,33,19,1744.0,19.4,4.0,3.0,7.0,3.0,1.0,1.0,7.0,0.0,4.2,3.4,4.5,8.0,50.0,182.0,87.0,0.21,0.15,0.36,0.15,0.31,0.22,0.23,0.45,0.18,0.41,Matches,/en/players/6025fab1/Luka-Modric,6025fab1,Real Madrid
Dani Ceballos,es ESP,MF,25.0,30,19,1564.0,17.4,0.0,4.0,4.0,0.0,0.0,0.0,8.0,0.0,0.9,0.9,2.1,3.0,60.0,204.0,60.0,0.0,0.23,0.23,0.0,0.23,0.05,0.12,0.17,0.05,0.17,Matches,/en/players/c0617e2b/Dani-Ceballos,c0617e2b,Real Madrid
Nacho,es ESP,DF,32.0,27,18,1637.0,18.2,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.8,0.8,0.9,1.7,18.0,75.0,34.0,0.05,0.05,0.11,0.05,0.11,0.04,0.05,0.09,0.04,0.09,Matches,/en/players/2946f9a1/Nacho,2946f9a1,Real Madrid
Ferland Mendy,fr FRA,DF,27.0,18,17,1351.0,15.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.6,0.9,23.0,56.0,73.0,0.0,0.07,0.07,0.0,0.07,0.02,0.04,0.06,0.02,0.06,Matches,/en/players/3cefcaef/Ferland-Mendy,3cefcaef,Real Madrid
Marco Asensio,es ESP,"FW,MF",26.0,31,15,1442.0,16.0,9.0,6.0,15.0,9.0,0.0,1.0,1.0,0.0,6.3,5.5,4.9,10.4,56.0,70.0,108.0,0.56,0.37,0.94,0.56,0.94,0.39,0.3,0.7,0.35,0.65,Matches,/en/players/45af8a54/Marco-Asensio,45af8a54,Real Madrid
Lucas Vázquez,es ESP,DF,31.0,23,12,1144.0,12.7,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,1.9,1.9,1.6,3.5,31.0,50.0,145.0,0.31,0.08,0.39,0.31,0.39,0.15,0.13,0.28,0.15,0.28,Matches,/en/players/fd51b456/Lucas-Vazquez,fd51b456,Real Madrid
Andriy Lunin,ua UKR,GK,23.0,7,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/3061e1ec/Andriy-Lunin,3061e1ec,Real Madrid
Eden Hazard,be BEL,FW,31.0,6,2,196.0,2.2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.5,0.7,6.0,8.0,25.0,0.0,0.46,0.46,0.0,0.46,0.45,0.23,0.67,0.08,0.31,Matches,/en/players/a39bb753/Eden-Hazard,a39bb753,Real Madrid
Mariano,do DOM,FW,28.0,9,1,157.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.4,1.0,3.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.32,0.25,0.57,0.32,0.57,Matches,/en/players/5c4dc0ff/Mariano,5c4dc0ff,Real Madrid
Álvaro Muñoz,uy URU,FW,18.0,6,0,79.0,0.9,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,0.0,1.0,3.0,1.14,1.14,2.28,1.14,2.28,0.28,0.33,0.6,0.28,0.6,Matches,/en/players/49a6ecbb/Alvaro-Munoz,49a6ecbb,Real Madrid
Álvaro Odriozola,es ESP,DF,26.0,3,0,39.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.56,0.66,1.22,0.56,1.22,Matches,/en/players/1d1691ad/Alvaro-Odriozola,1d1691ad,Real Madrid
Jesús Vallejo,es ESP,DF,25.0,1,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,1.29,1.29,1.29,Matches,/en/players/c2111b45/Jesus-Vallejo,c2111b45,Real Madrid
Sergio Arribas,es ESP,"MF,FW",20.0,2,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.14,0.88,0.74,0.88,Matches,/en/players/1e465e70/Sergio-Arribas,1e465e70,Real Madrid
Casemiro,br BRA,MF,30.0,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/4d224fe8/Casemiro,4d224fe8,Real Madrid
Lucas Cañizares,es ESP,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/7e84906e/Lucas-Canizares,7e84906e,Real Madrid
Carlos Dotor,es ESP,MF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/daa2eab3/Carlos-Dotor,daa2eab3,Real Madrid
Fran González,es ESP,DF,23.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/ea04fa41/Fran-Gonzalez,ea04fa41,Real Madrid
Luis López,es ESP,GK,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/ccb491d0/Luis-Lopez,ccb491d0,Real Madrid
Mario de Luis,es ESP,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/3813d6d4/Mario-de-Luis,3813d6d4,Real Madrid
Mario Martín,es ESP,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/a9aff11a/Mario-Martin,a9aff11a,Real Madrid
Nicolás Paz,ar ARG,MF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/01bb93d5/Nicolas-Paz,01bb93d5,Real Madrid
Diego Piñeiro,es ESP,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/ef6a4afe/Diego-Pineiro,ef6a4afe,Real Madrid
Jude Bellingham,eng ENG,MF,19.0,31,30,2691.0,29.9,8.0,4.0,12.0,7.0,1.0,1.0,8.0,0.0,8.2,7.4,4.0,11.4,97.0,252.0,139.0,0.27,0.13,0.4,0.23,0.37,0.27,0.14,0.41,0.25,0.38,Matches,/en/players/57d88cf9/Jude-Bellingham,57d88cf9,Dortmund
Julian Brandt,de GER,"MF,FW",26.0,32,29,2397.0,26.6,9.0,8.0,17.0,9.0,0.0,0.0,2.0,0.0,5.2,5.2,9.2,14.3,67.0,119.0,218.0,0.34,0.3,0.64,0.34,0.64,0.19,0.34,0.54,0.19,0.54,Matches,/en/players/a167537f/Julian-Brandt,a167537f,Dortmund
Gregor Kobel,ch SUI,GK,24.0,27,27,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/cd59b9df/Gregor-Kobel,cd59b9df,Dortmund
Nico Schlotterbeck,de GER,DF,22.0,28,27,2252.0,25.0,4.0,5.0,9.0,4.0,0.0,0.0,3.0,0.0,1.6,1.6,1.7,3.3,39.0,159.0,14.0,0.16,0.2,0.36,0.16,0.36,0.06,0.07,0.13,0.06,0.13,Matches,/en/players/34e12499/Nico-Schlotterbeck,34e12499,Dortmund
Raphaël Guerreiro,pt POR,"DF,MF",28.0,27,26,2290.0,25.4,4.0,12.0,16.0,4.0,0.0,0.0,4.0,0.0,2.7,2.7,7.6,10.3,85.0,191.0,163.0,0.16,0.47,0.63,0.16,0.63,0.11,0.3,0.41,0.11,0.41,Matches,/en/players/048a1cbc/Raphael-Guerreiro,048a1cbc,Dortmund
Mats Hummels,de GER,DF,33.0,30,24,2018.0,22.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.2,2.2,1.1,3.3,21.0,114.0,6.0,0.04,0.0,0.04,0.04,0.04,0.1,0.05,0.15,0.1,0.15,Matches,/en/players/05d548d8/Mats-Hummels,05d548d8,Dortmund
Niklas Süle,de GER,DF,26.0,29,23,2118.0,23.5,2.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,2.2,2.2,2.2,4.4,37.0,137.0,57.0,0.08,0.13,0.21,0.08,0.21,0.09,0.09,0.19,0.09,0.19,Matches,/en/players/e33c06cf/Niklas-Sule,e33c06cf,Dortmund
Donyell Malen,nl NED,FW,23.0,26,22,1706.0,19.0,9.0,6.0,15.0,9.0,0.0,0.0,0.0,0.0,9.1,9.1,4.4,13.5,87.0,60.0,182.0,0.47,0.32,0.79,0.47,0.79,0.48,0.23,0.71,0.48,0.71,Matches,/en/players/864163f3/Donyell-Malen,864163f3,Dortmund
Emre Can,de GER,MF,28.0,27,20,1900.0,21.1,2.0,1.0,3.0,1.0,1.0,1.0,8.0,0.0,1.6,0.8,1.3,2.1,34.0,99.0,12.0,0.09,0.05,0.14,0.05,0.09,0.08,0.06,0.14,0.04,0.1,Matches,/en/players/a65ce836/Emre-Can,a65ce836,Dortmund
Karim Adeyemi,de GER,"FW,MF",20.0,24,20,1386.0,15.4,6.0,5.0,11.0,6.0,0.0,1.0,9.0,0.0,5.0,4.3,3.7,8.0,49.0,47.0,131.0,0.39,0.32,0.71,0.39,0.71,0.33,0.24,0.57,0.28,0.52,Matches,/en/players/501055d8/Karim-Adeyemi,501055d8,Dortmund
Salih Özcan,tr TUR,MF,24.0,26,17,1576.0,17.5,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.6,0.6,0.5,1.1,6.0,81.0,23.0,0.0,0.06,0.06,0.0,0.06,0.03,0.03,0.06,0.03,0.06,Matches,/en/players/15413fa5/Salih-Ozcan,15413fa5,Dortmund
Marius Wolf,de GER,DF,27.0,25,17,1570.0,17.4,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.2,1.2,2.9,4.0,60.0,91.0,151.0,0.06,0.06,0.11,0.06,0.11,0.07,0.16,0.23,0.07,0.23,Matches,/en/players/fa661778/Marius-Wolf,fa661778,Dortmund
Julian Ryerson,no NOR,DF,24.0,17,17,1410.0,15.7,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,1.5,2.0,54.0,55.0,69.0,0.06,0.06,0.13,0.06,0.13,0.03,0.1,0.13,0.03,0.13,Matches,/en/players/009a4f60/Julian-Ryerson,009a4f60,Dortmund
Sébastien Haller,ci CIV,FW,28.0,19,15,1225.0,13.6,9.0,3.0,12.0,9.0,0.0,1.0,1.0,0.0,8.4,7.7,2.3,10.0,11.0,22.0,65.0,0.66,0.22,0.88,0.66,0.88,0.62,0.17,0.79,0.56,0.73,Matches,/en/players/ba115a40/Sebastien-Haller,ba115a40,Dortmund
Marco Reus,de GER,"MF,FW",33.0,25,14,1353.0,15.0,6.0,4.0,10.0,5.0,1.0,1.0,4.0,0.0,5.1,4.3,2.6,6.9,33.0,45.0,78.0,0.4,0.27,0.67,0.33,0.6,0.34,0.17,0.51,0.29,0.46,Matches,/en/players/36a3ff67/Marco-Reus,36a3ff67,Dortmund
Youssoufa Moukoko,de GER,FW,17.0,26,11,1141.0,12.7,7.0,3.0,10.0,7.0,0.0,0.0,0.0,0.0,6.4,6.4,1.8,8.2,9.0,11.0,61.0,0.55,0.24,0.79,0.55,0.79,0.5,0.14,0.65,0.5,0.65,Matches,/en/players/6ce43701/Youssoufa-Moukoko,6ce43701,Dortmund
Anthony Modeste,fr FRA,FW,34.0,19,7,813.0,9.0,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,4.3,4.3,1.1,5.4,3.0,8.0,36.0,0.22,0.11,0.33,0.22,0.33,0.48,0.12,0.6,0.48,0.6,Matches,/en/players/34e4343c/Anthony-Modeste,34e4343c,Dortmund
Alexander Meyer,de GER,GK,31.0,7,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/b56dd813/Alexander-Meyer,b56dd813,Dortmund
Thomas Meunier,be BEL,DF,30.0,10,7,585.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.6,0.7,9.0,30.0,45.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12,Matches,/en/players/e162b013/Thomas-Meunier,e162b013,Dortmund
Gio Reyna,us USA,"FW,MF",19.0,22,4,625.0,6.9,7.0,2.0,9.0,6.0,1.0,1.0,2.0,0.0,4.3,3.5,1.3,4.8,23.0,25.0,57.0,1.01,0.29,1.3,0.86,1.15,0.62,0.18,0.81,0.51,0.69,Matches,/en/players/7fa4e703/Gio-Reyna,7fa4e703,Dortmund
